Common Name,Country,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status,Image Url
Himalayan,Asia,Mammal,Mammalia,Artiodactyla,Bos grunniens,2022,Not Listed,Not Listed,S3,G5,Mountain Regions,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Himalayan Tahr,Himalayas,Mammal,Mammalia,Artiodactyla,Hemitragus jemlahicus,2021,Not Listed,Not Listed,S3,G4,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hinny,USA (Domestic),Mammal,Mammalia,Perissodactyla,Equus asinus x Equus ferus,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hippopotamus,Africa,Mammal,Mammalia,Artiodactyla,Hippopotamus amphibius,2021,Not Listed,Vulnerable,S3,G4,Freshwater habitats,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hippopotamus Gorgops,Prehistoric,Mammal,Mammalia,Artiodactyla,Hippopotamus gorgops,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hissing Cockroach,Madagascar,Insect,Insecta,Blattodea,Gromphadorhina portentosa,2020,Not Listed,Not Listed,S4,G5,Forests,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Hoary Bat,North America,Mammal,Mammalia,Chiroptera,Lasiurus cinereus,2021,Not Listed,Not Listed,S3,G4,"Forests, urban areas",https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hobo Spider,North America,Insect,Arachnida,Araneae,Eratigena agrestis,2021,Not Listed,Not Listed,S5,G5,"Grasslands, urban areas",https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Hogfish,"Florida, Caribbean",Fish,Actinopterygii,Perciformes,Lachnolaimus maximus,2021,Not Listed,Not Listed,S3,G4,Coastal waters,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Hognose Snake,North America,Reptile,Reptilia,Squamata,Heterodon nasicus,2021,Not Listed,Not Listed,S4,G5,"Grasslands, sandy areas",https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Hokkaido,Japan,Mammal,Mammalia,Carnivora,Ursus arctos (Brown bear),2021,Not Listed,Not Listed,S2,G4,"Forests, mountainous areas",https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Holdridge’s Toad,Costa Rica,Amphibian,Amphibia,Anura,Incilius holdridgei,2021,Endangered,Endangered,S1,G1,Tropical forests,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Holy Cross Frog,India,Amphibian,Amphibia,Anura,Hoplobatrachus tigerinus,2021,Not Listed,Not Listed,S3,G4,"Wetlands, marshes",https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Honduran White Bat,Honduras,Mammal,Mammalia,Chiroptera,Ectophylla alba,2021,Endangered,Endangered,S1,G2,Tropical forests,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Honey Badger,"Africa, Middle East",Mammal,Mammalia,Carnivora,Mellivora capensis,2021,Not Listed,Not Listed,S3,G4,"Savannas, forests",https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Honey Bee,Worldwide,Insect,Insecta,Hymenoptera,Apis mellifera,2021,Not Listed,Not Listed,S5,G5,Domestic,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Honey Bee Characteristics,Worldwide,Insect,Insecta,Hymenoptera,Apis mellifera,2021,Not Listed,Not Listed,S5,G5,Domestic,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Honey Buzzard,"Europe, Asia",Bird,Aves,Accipitriformes,Pernis apivorus,2021,Not Listed,Not Listed,S4,G4,"Forests, open areas",https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Honeyeater,Australia,Bird,Aves,Passeriformes,Meliphagidae spp.,2021,Not Listed,Not Listed,S3,G5,"Forests, woodlands",https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Hooded Oriole,North America,Bird,Aves,Passeriformes,Icterus cucullatus,2021,Not Listed,Not Listed,S4,G5,Wooded areas,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Hooded Seal,Arctic,Mammal,Mammalia,Pinnipedia,Cystophora cristata,2021,Not Listed,Not Listed,S3,G4,Arctic waters,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hook-Nosed Sea Snake,Indo-Pacific,Reptile,Reptilia,Serpentes,Aipysurus laevis,2021,Not Listed,Not Listed,S2,G4,Coral reefs,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Hoopoe,"Europe, Asia, Africa",Bird,Aves,Upupiformes,Upupa epops,2021,Not Listed,Not Listed,S3,G5,Open woodlands,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Hoopoe Bird,"Europe, Asia, Africa",Bird,Aves,Upupiformes,Upupa epops,2021,Not Listed,Not Listed,S3,G5,Open woodlands,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Horgi,USA,Mammal,Mammalia,Carnivora,Horgi (mixed breed),2020,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Horn Shark,California,Fish,Actinopterygii,Chondrichthyes,Heterodontus francisci,2021,Not Listed,Not Listed,S3,G4,Coastal waters,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Hornbill,"Africa, Asia",Bird,Aves,Bucerotiformes,Bucerotidae spp.,2021,Not Listed,Not Listed,S3,G4,"Forests, savannas",https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Horned Adder,Africa,Reptile,Reptilia,Serpentes,Bitis caudalis,2021,Not Listed,Not Listed,S3,G5,"Savannas, deserts",https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Horned Beetle,Worldwide,Insect,Insecta,Coleoptera,Scarabaeidae spp.,2021,Not Listed,Not Listed,S5,G5,Various habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Horned Frog,North America,Amphibian,Amphibia,Anura,Ceratophrys spp.,2021,Not Listed,Not Listed,S3,G5,"Wetlands, grasslands",https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Horned Grebe,"North America, Europe",Bird,Aves,Podicipediformes,Podiceps auritus,2021,Not Listed,Not Listed,S3,G5,Breeding and Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Horned Lizard,North America,Reptile,Reptilia,Squamata,Phrynosoma cornutum,2022,Not Listed,Not Listed,S4,G5,Arid Regions,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Horned Viper,North Africa,Reptile,Reptilia,Serpentes,Bitis caudalis,2022,Not Listed,Not Listed,S3,G4,Endemic,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Hornet,Worldwide,Insect,Insecta,Hymenoptera,Vespa spp.,2020,Not Listed,Not Listed,S3,G5,Various Habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Horse,Worldwide,Mammal,Mammalia,Perissodactyla,Equus ferus caballus,2022,Not Listed,Not Listed,S4,G4,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Horse Mackerel,Worldwide,Fish,Actinopterygii,Perciformes,Trachurus trachurus,2021,Not Listed,Not Listed,S2,G5,Coastal Waters,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Horsefly,Worldwide,Insect,Insecta,Diptera,Tabanus spp.,2020,Not Listed,Not Listed,S3,G5,Various Habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Horseshoe Crab,"North America, Asia",Invertebrate,Arthropoda,Merostomata,Limulus polyphemus,2021,Not Listed,Not Listed,S2,G3,Coastal and Estuarine,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Houdan Chicken,France,Bird,Aves,Galliformes,Gallus gallus domesticus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
House Centipede,Worldwide,Invertebrate,Arthropoda,Chilopoda,Scutigera coleoptrata,2022,Not Listed,Not Listed,S5,G5,Urban Areas,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
House Finch,North America,Bird,Aves,Passeriformes,Haemorhous mexicanus,2021,Not Listed,Not Listed,S4,G5,Urban Areas,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
House Sparrow,Worldwide,Bird,Aves,Passeriformes,Passer domesticus,2021,Not Listed,Not Listed,S5,G5,Urban Areas,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
House Spider,Worldwide,Insect,Arachnida,Araneomorphae,Tegenaria domestica,2020,Not Listed,Not Listed,S3,G5,Urban Areas,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
House Wren,North America,Bird,Aves,Passeriformes,Troglodytes aedon,2021,Not Listed,Not Listed,S4,G5,Urban Areas,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Housefly,Worldwide,Insect,Insecta,Diptera,Musca domestica,2021,Not Listed,Not Listed,S5,G5,Urban Areas,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Hovasaurus,Madagascar,Reptile,Reptilia,Lepidosauria,Hovasaurus boulei,N/A,Not Listed,Not Listed,N/A,G2 (extinct),Fossil,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Hovawart,Germany,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S3,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hoverfly,Worldwide,Insect,Insecta,Diptera,Syrphidae spp.,2020,Not Listed,Not Listed,S4,G5,Various Habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Howler Monkey,Central and South America,Mammal,Mammalia,Primates,Alouatta spp.,2022,Not Listed,Not Listed,S3,G4,Tropical Forests,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Human,Worldwide,Mammal,Mammalia,Primates,Homo sapiens,2023,Not Listed,Not Listed,S1,G5,Global,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Humboldt Penguin,South America,Bird,Aves,Sphenisciformes,Spheniscus humboldti,2021,Not Listed,Near Threatened,S2,G3,Coastal Areas,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Humboldt Squid,Pacific Ocean,Mollusk,Mollusca,Cephalopoda,Dosidicus gigas,2021,Not Listed,Not Listed,S3,G4,Coastal Waters,https://cdn.pixabay.com/video/2023/06/30/169471-841382876_tiny.jpg
Hummingbird,Americas,Bird,Aves,Apodiformes,Trochilidae spp.,2021,Not Listed,Not Listed,S4,G5,Various Habitats,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Hummingbird Hawk-Moth,Worldwide,Insect,Insecta,Lepidoptera,Macroglossum stellatarum,2021,Not Listed,Not Listed,S3,G5,Various Habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Humpback Whale,Worldwide,Mammal,Mammalia,Cetacea,Megaptera novaeangliae,2022,Not Listed,Endangered,S2,G3,Oceans,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Huntaway,New Zealand,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Huntsman Spider,Worldwide,Insect,Arachnida,Araneomorphae,Sparassidae spp.,2021,Not Listed,Not Listed,S5,G5,Various Habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Huskador,"USA, Canada",Dog,Mammalia,Carnivora,Labrador Retriever x Siberian Husky,2022,Not Listed,Not Listed,S4,G4,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Huskita,"USA, Canada",Dog,Mammalia,Carnivora,Siberian Husky x Akita,2022,Not Listed,Not Listed,S4,G4,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Husky,"USA, Canada",Dog,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G4,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Husky Jack,"USA, Canada",Dog,Mammalia,Carnivora,Siberian Husky x Jack Russell Terrier,2022,Not Listed,Not Listed,S4,G4,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Huskydoodle,"USA, Canada",Dog,Mammalia,Carnivora,Poodle x Siberian Husky,2022,Not Listed,Not Listed,S4,G4,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Hutia,Caribbean,Mammal,Mammalia,Caviomorpha,Capromys spp.,2020,Not Listed,Not Listed,S3,G4,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hyacinth Macaw,South America,Bird,Aves,Psittaciformes,Anodorhynchus hyacinthinus,2022,Endangered,Not Listed,S2,G2,Endemic,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Hyaenodon,Prehistoric,Mammal,Mammalia,Carnivora,Hyaenodon spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hydrozoan Jellyfish,Worldwide,Invertebrate,Cnidaria,Hydrozoa,Various species (Hydrozoa),2022,Not Listed,Not Listed,S3,G5,Marine,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Hyena,"Africa, Asia",Mammal,Mammalia,Carnivora,Crocuta crocuta,2022,Not Listed,Not Listed,S2,G4,Wide Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Hyrax,"Africa, Middle East",Mammal,Mammalia,Hyracoidea,Procavia capensis,2022,Not Listed,Not Listed,S3,G5,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Iberian Lynx,"Spain, Portugal",Mammal,Mammalia,Carnivora,Lynx pardinus,2022,Endangered,Endangered,S1,G1,Endemic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Ibex,"Europe, Asia",Mammal,Mammalia,Artiodactyla,Capra ibex,2021,Not Listed,Not Listed,S3,G4,Wide Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Ibis,Worldwide,Bird,Aves,Pelecaniformes,Threskiornithidae spp.,2022,Not Listed,Not Listed,S3,G5,Various Habitats,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Ibisbill Bird,Asia,Bird,Aves,Charadriiformes,Ibidorhyncha struthersii,2021,Not Listed,Not Listed,S3,G5,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Ibizan Hound,Spain,Dog,Mammalia,Carnivora,Podenco Ibicenco,2022,Not Listed,Not Listed,S4,G4,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Icadyptes,Prehistoric,Dinosaur,Reptilia,Archosauria,Icadyptes salasi,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:924
Icelandic Sheepdog,Iceland,Dog,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G4,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Ichthyosaurus,Prehistoric,Fish,Actinopterygii,Ichthyosauria,Ichthyosaurus spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Ichthyostega,Prehistoric,Fish,Osteichthyes,Sarcopterygii,Ichthyostega spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Icterid,North America,Bird,Aves,Passeriformes,Icteridae spp.,2022,Not Listed,Not Listed,S4,G5,Various Habitats,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Iguana,Americas,Reptile,Reptilia,Squamata,Iguana iguana,2022,Not Listed,Not Listed,S3,G4,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Iguanodon,Prehistoric,Dinosaur,Reptilia,Ornithopoda,Iguanodon bernissartensis,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:925
Immortal Jellyfish,Worldwide,Invertebrate,Cnidaria,Scyphozoa,Turritopsis dohrnii,2021,Not Listed,Not Listed,S3,G5,Marine,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Impala,Africa,Mammal,Mammalia,Artiodactyla,Aepyceros melampus,2021,Not Listed,Not Listed,S3,G4,Wide Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Imperial Moth,North America,Insect,Arthropoda,Lepidoptera,Eacles imperialis,2021,Not Listed,Not Listed,S3,G5,Limited Range,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Inchworm,Worldwide,Insect,Arthropoda,Lepidoptera,Geometridae spp.,2021,Not Listed,Not Listed,S3,G5,Various Habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Indian Cobra,India,Reptile,Reptilia,Serpentes,Naja naja,2021,Not Listed,Not Listed,S3,G4,Widespread,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Indian Cuckoo Bird,India,Bird,Aves,Cuculiformes,Cuculus micropterus,2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Indian Elephant,"India, Nepal",Mammal,Mammalia,Proboscidea,Elephas maximus,2021,Endangered,Endangered,S1,G3,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Indian Giant Squirrel,India,Mammal,Mammalia,Rodentia,Ratufa indica,2021,Not Listed,Not Listed,S3,G4,Restricted Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
